Name,Item Rarity,From,Reachable From/Location
Strong Lizardscale Pelt,IR6,Saurin lvl 26,Fiend's Cavern lvl 26 (X349|Y404)
Apophyllite,IR4,Saurin lvl 26,Fiend's Cavern lvl 26 (X349|Y404)
Bird Feather ,IR1,Harpy lvl 26,Fiend's Cavern lvl 26 (X349|Y404)
Harpy Pinion,IR2,Harpy lvl 26,Fiend's Cavern lvl 26 (X349|Y404)
Griffin Feather ,IR6,Griffin lvl 31,Fiend's Cavern lvl 26 (X349|Y404)
Iron Thread,IR6,Chest (X58|Y-30),Fiend's Cavern lvl 26 (X349|Y404)
Hematite,IR6,Mining Spot (X42|Y-41,Fiend's Cavern lvl 26 (X349|Y404)
Pyrite,IR5,Mining Spot (X42|Y-41,Fiend's Cavern lvl 26 (X349|Y404)
Gleaming Golden Jewel,IR12,400BO,Goblin King (Material Shop)
Gold Ritual Instrument,IR12,250BO,Goblin King (Material Shop)
Golden Wedge,IR12,230BO,Goblin King (Material Shop)
Shining Dragon Bone,IR8,250BO,Goblin King (Material Shop)
Large Dragon Bone,IR8,230BO,Goblin King (Material Shop)
Dragon Bone,IR8,210BO,Goblin King (Material Shop)
White Wings Radiant Crystal,IR9,400BO,Goblin King (Material Shop)
Abyssal Ice of Chaos,IR11,250BO,Goblin King (Material Shop)
Water of Chaos,IR11,230BO,Goblin King (Material Shop)
Disordering Drop,IR11,210BO,Goblin King (Material Shop)
Lestania Quartz,IR9,250BO,Goblin King (Material Shop)
Lestania Amber,IR9,230BO,Goblin King (Material Shop)
Lestania Glass,IR9,210BO,Goblin King (Material Shop)
Ancient Scale Dust,IR9,800BO,Goblin King (Material Shop)
Large-Grained Sand,IR9,400BO,Goblin King (Material Shop)
Scale-Dust,IR9,250BO,Goblin King (Material Shop)
Goblin Horn ,IR3,Goblin lvl 20,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin lvl 20,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn ,IR3,Goblin Fighter lvl 21,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin Fighter lvl 21,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Hematite Sand,IR5,Mining Spot (X46|Y-21),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Drilled Ore,IR5,Mining Spot (X46|Y-21),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Hematite Sand,IR5,Mining Spot (X47|Y-24,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Drilled Ore,IR5,Mining Spot (X47|Y-24,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn ,IR3,Goblin Fighter lvl 22,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin Fighter lvl 22,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Moonlight Mushroom,IR5,Mushroom Spot (X53|Y-34),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Stagnant Shroom,IR3,Mushroom Spot (X53|Y-34),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin Fighter lvl 22,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn ,IR3,Goblin Shield lvl 23,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin lvl 22,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Moonlight Mushroom,IR5,Mushroom Spot (X52|Y-37),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Stagnant Shroom,IR3,Mushroom Spot (X52|Y-37),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Superior Saurian Tail,IR6,Giant Saurian lvl 29,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Strong Lizardscale Pelt,IR6,Saurian lvl 25,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Apophyllite,IR4,Saurian lvl 25,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Unrefined Demon Wine,IR4,Goblin Sling lvl 24,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Iron Thread,IR6,Chest (X56|Y-60),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Superior Saurian Tail,IR6,Giant Saurian lvl 23,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Strong Lizardscale Pelt,IR6,Saurian lvl 23,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin lvl 21,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn ,IR3,Goblin lvl 21,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Moonlight Mushroom,IR5,Mushroom Spot (X59|Y-71,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Stagnant Shroom,IR3,Mushroom Spot (X59|Y-71,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin lvl 20,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn ,IR3,Goblin lvl 20,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Beast Leather,IR9,Create (X68|Y-73),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Iron Thread,IR6,Chest (X69|Y-73),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Small Horn ,IR1,Goblin Shield lvl 23,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn ,IR3,Goblin Fighter lvl 22,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn ,IR3,Goblin lvl 21,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Insect Venom,IR1,Worm lvl 10,Kinoza Flood Control Channel lvl 21 (X387|Y397)
Stagnant Water ,IR5,Water Spot (X50|Y-77),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Stagnant Water ,IR5,Water Spot (X48|Y-76),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Drilled Ore,IR5,Chest (X45|Y-77),Kinoza Flood Control Channel lvl 21 (X387|Y397)
Goblin Horn,IR3,Goblin Fighter lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Small Horn,IR1,Goblin Fighter lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Goblin Horn,IR3,Goblin Leader lvl 30,Volden Narrow Tunnels lvl 23 (X368|Y376)
Small Horn,IR1,Hobgoblin Leader lvl 30,Volden Narrow Tunnels lvl 23 (X368|Y376)
Small Horn,IR1,Goblin Fighter lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Goblin Horn,IR3,Hobgoblin Leader lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Small Horn,IR1,Goblin Shield lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Goblin Horn,IR3,Hobgoblin Leader lvl 25,Volden Narrow Tunnels lvl 23 (X368|Y376)
Small Horn,IR1,Goblin Sling lvl 24,Volden Narrow Tunnels lvl 23 (X368|Y376)
Goblin Horn,IR3,Hobgoblin lvl 22,Volden Narrow Tunnels lvl 23 (X368|Y376)
Magick Tinged Bone ,IR5,Chest (X47|Y-39),Volden Narrow Tunnels lvl 23 (X368|Y376)
Pyrite,IR5,Nead Explosive Barrel,Volden Narrow Tunnels lvl 23 (X368|Y376)
Iron Ore,IR4,Nead Explosive Barrel,Volden Narrow Tunnels lvl 23 (X368|Y376)
Goblin Horn,IR3,Goblin Leader lvl 25,Volden Narrow Tunnels lvl 23 (X368|Y376)
Small Horn,IR1,Hobgoblin Lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Unrefined Demon Wine,IR4,Hobgoblin Lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Large Beast Steak ,IR5,Create (X55|Y-51),Volden Narrow Tunnels lvl 23 (X368|Y376)
Blue Alluvial Gold,IR6,Create (X55|Y-51),Volden Narrow Tunnels lvl 23 (X368|Y376)
Large Beast Steak ,IR5,Create (X57|Y-53),Volden Narrow Tunnels lvl 23 (X368|Y376)
Blue Alluvial Gold,IR6,Create (X57|Y-53),Volden Narrow Tunnels lvl 23 (X368|Y376)
Leather Cord,IR4,Create (X57|Y-53),Volden Narrow Tunnels lvl 23 (X368|Y376)
Marble ,IR5,Chest (X38|Y-56),Volden Narrow Tunnels lvl 23 (X368|Y376)
Pyrite,IR5,Mining Spot (X40|Y-72),Volden Narrow Tunnels lvl 23 (X368|Y376)
Iron Ore,IR4,Mining Spot (X40|Y-72),Volden Narrow Tunnels lvl 23 (X368|Y376)
Goblin Horn,IR3,Goblin Leader lvl 25,Volden Narrow Tunnels lvl 23 (X368|Y376)
Small Horn,IR1,Goblin Fighter lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Large Fang,IR5,Direwolf lvl 27,Volden Narrow Tunnels lvl 23 (X368|Y376)
Strong Animal Leather,IR5,Direwolf lvl 23,Volden Narrow Tunnels lvl 23 (X368|Y376)
Moonlight Mushroom,IR5,Mushroom Spot (X41|Y-92),Volden Narrow Tunnels lvl 23 (X368|Y376)
Stagnant Shroom,IR3,Mushroom Spot (X41|Y-92),Volden Narrow Tunnels lvl 23 (X368|Y376)
Moonlight Mushroom,IR5,Mushroom Spot (X39|Y-91),Volden Narrow Tunnels lvl 23 (X368|Y376)
Stagnant Shroom,IR3,Mushroom Spot (X39|Y-91),Volden Narrow Tunnels lvl 23 (X368|Y376)
Large Beast Steak ,IR5,Create (X36|Y-93),Volden Narrow Tunnels lvl 23 (X368|Y376)
Leather Cord,IR4,Create (X36|Y-93),Volden Narrow Tunnels lvl 23 (X368|Y376)
Moonlight Mushroom,IR5,Mushroom Spot (X62|Y-97),Volden Narrow Tunnels lvl 23 (X368|Y376)
Stagnant Shroom,IR3,Mushroom Spot (X62|Y-97),Volden Narrow Tunnels lvl 23 (X368|Y376)
Saurian Tail,IR2,Saurian lvl 25,Volden Narrow Tunnels lvl 23 (X368|Y376)
Lizardscale Pelt,IR2,Saurian lvl 25,Volden Narrow Tunnels lvl 23 (X368|Y376)
Pyrite,IR5,Chest (X71|Y-100),Volden Narrow Tunnels lvl 23 (X368|Y376)
Pyrite,IR5,Mining Spot (X60|Y-90),Volden Narrow Tunnels lvl 23 (X368|Y376)
Iron Ore,IR4,Mining Spot (X60|Y-90),Volden Narrow Tunnels lvl 23 (X368|Y376)
Pyrite,IR5,Chest (X43|Y-100),Volden Narrow Tunnels lvl 23 (X368|Y376)
Giant Bone ,IR3,Armored Cyclops lvl 30,Volden Narrow Tunnels lvl 23 (X368|Y376)
Large Metal Plate,IR5,Armored Cyclops lvl 30,Volden Narrow Tunnels lvl 23 (X368|Y376)
Cyclops Tusk,IR5,Armored Cyclops lvl 30,Volden Narrow Tunnels lvl 23 (X368|Y376)
Marble ,IR5,Chest (X53|Y-120),Volden Narrow Tunnels lvl 23 (X368|Y376)
Cambat Fabric,IR5,Chest (X53|Y-120),Volden Narrow Tunnels lvl 23 (X368|Y376)
Moonlight Mushroom,IR5,Mushroom Spot (X51|Y-121),Volden Narrow Tunnels lvl 23 (X368|Y376)
Stagnant Shroom,IR3,Mushroom Spot (X51|Y-121),Volden Narrow Tunnels lvl 23 (X368|Y376)
Marble ,IR5,Chest (X46|Y-118),Volden Narrow Tunnels lvl 23 (X368|Y376)
