Name,Item Rarity,From,Reachable From/Location
Blue Alluvial Gold,IR6,Blue Newt lvl 46,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Water Dragon Fang,IR8,Lindwurm lvl 53,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Dragon Hide,IR8,Lindwurm lvl 53,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Dragon Beard,IR30,Lindwurm lvl 53,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Long Dragon Beard,IR30,Lindwurm lvl 53,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Smooth Leather ,IR7,Create (X52|Y-95),Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Magick Tinged Bone,IR5,Create (X52|Y-95),Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Large Fang,IR5,Direwolf lvl 41,Forest People's Tunnel lvl 41 (X284.Y514)
Strong Animal Leather,IR5,Direwolf lvl 41,Forest People's Tunnel lvl 41 (X284.Y514)
Beast Leather,IR9,Direwolf lvl 41,Forest People's Tunnel lvl 41 (X284.Y514)
Lizardscale Pelt,IR2,Sulfur Saurian lvl 41,Forest People's Tunnel lvl 41 (X284.Y514)
Saurian Tail,IR2,Sulfur Saurian lvl 41,Forest People's Tunnel lvl 41 (X284.Y514)
Saurian Gland,IR6,Sulfur Saurian lvl 41,Forest People's Tunnel lvl 41 (X284.Y514)
Apophyllite,IR4,Sulfur Saurian lvl 41,Forest People's Tunnel lvl 41 (X284.Y514)
Pearl Mushroom ,IR9,Chest (X37|Y-41),Forest People's Tunnel lvl 41 (X284.Y514)
Gold Ore,IR9,Mining Spot (X68|Y-50),Forest People's Tunnel lvl 41 (X284.Y514)
Pyrite,IR5,Mining Spot (X68|Y-50),Forest People's Tunnel lvl 41 (X284.Y514)
Healing Drop,IR7,Water Spot (X46|Y-61),Forest People's Tunnel lvl 41 (X284.Y514)
