Name,Item Rarity,From,Reachable From/Location
Scroll of Holy,?,Lux Skeleton Brute,Sacred River Ruins LV. 78
Undead Nail Shaving,?,Lux Skeleton Brute,Sacred River Ruins LV. 78
Bone Meal,?,Lux Skeleton Brute,Sacred River Ruins LV. 78
King Bay Leaf,?,Chest (X:52 Y:-9),Sacred River Ruins LV. 78
Blue Flower,?,Chest (X:52 Y:-9),Sacred River Ruins LV. 78
White Shining Sand,?,Gathering Spot (X:50 Y:-36),Sacred River Ruins LV. 78
White Shining Sand,?,Chest (X:51 Y:-57),Sacred River Ruins LV. 78
White Shining Sand,?,Chest (X:51 Y:-56),Sacred River Ruins LV. 78
Magickal Potion,?,Medusa LV. 79,Sacred River Ruins Center Passage LV 78
Medusa's Serpent Hair,?,Medusa LV. 79,Sacred River Ruins Center Passage LV 78
Fine Bleached Bone,?,Dark Skeleton,Sacred River Ruins Center Passage LV 78
Scroll of Darkness,?,Dark Skeleton,Sacred River Ruins Center Passage LV 78
Undead Nail Shaving,?,Dark Corpse Punisher,Sacred River Ruins Center Passage LV 78
Spider Thread,?,Spiders,Sacred River Ruins Center Passage LV 78
Insect Venom,?,Spiders,Sacred River Ruins Center Passage LV 78
King Bay Leaf,?,Chest (X:62 Y:-106),Sacred River Ruins Center Passage LV 78
Blue Flower,?,Chest (X:62 Y:-106),Sacred River Ruins Center Passage LV 78
Composite Organ,?,Fierce Gorechimera LV.80,Sacred River Ruins Center Passage LV 78
Ancient Sago Palm ((HIGH END GEAR MAT)| Chests at the end),?,Chest: (left)   1-5,Sacred River Ruins Center Passage LV 78
Ancient Sago Palm ((HIGH END GEAR MAT)| Chests at the end),?,Chest: (right) 1-3,Sacred River Ruins Center Passage LV 78
 Dragon leather  (HIGH END GEAR MAT),?,Chance,Sacred River Ruins Center Passage LV 78
 Dragon leather and Blue flowers  (HIGH END GEAR MAT),?,Chance,Sacred River Ruins Center Passage LV 78
Twisted Iron Scraps,?,Chest,Magusas Ancient Watercourse
Ancient General's Chainmail,?,?,Magusas Ancient Watercourse
?,?,Frost Skeleton,Magusas Ancient Watercourse
Demon Arming Points,?,Living Armor,Magusas Ancient Watercourse
Blue Alluvial Gold,?,Chest,Magusas Ancient Watercourse
Hematite Sand,?,Chest,Magusas Ancient Watercourse
Scroll of Protection,?,Chest,Magusas Ancient Watercourse
Agate,?,Witch,Magusas Ancient Watercourse
Ruby,?,Witch,Magusas Ancient Watercourse
Magickal Potion,?,Witch,Magusas Ancient Watercourse
Sinister Black cloth,?,Witch,Magusas Ancient Watercourse
Water of Ruin,?,Witch,Magusas Ancient Watercourse
Abyssal Ice of Ruin,?,Witch,Magusas Ancient Watercourse
Droplets of Ruin,?,Witch,Magusas Ancient Watercourse
Abyssal Ice of Chaos,?,Witch,Magusas Ancient Watercourse
?,?,Bolt Skeleton,Magusas Ancient Watercourse
?,?,Wyrm (73),Magusas Ancient Watercourse
Leather Cloth,?,Chest,Magusas Ancient Watercourse
Spiritual Will Fragment,?,Ghost Mail,Magusas Ancient Watercourse
Phantom Ore,?,Ghost Mail,Magusas Ancient Watercourse
Superior Healing potion,?,Ghost Mail,Magusas Ancient Watercourse
White Dragon Gala Extract,?,Ghost Mail,Magusas Ancient Watercourse
Cursed Letter,?,Ghost Mail,Magusas Ancient Watercourse
Demon Armor Points,?,Living Armor lvl73,Magusas Ancient Watercourse
Phantom Ore,?,Living Armor lvl73,Magusas Ancient Watercourse
Undead Nail Shaving,?,Frost Skeleton,Magusas Ancient Watercourse
frost scroll,?,Frost Skeleton,Magusas Ancient Watercourse
Courtly Cloth,?,chest x67 y-21,Magusas Ancient Watercourse
twisted iron scrap,?,chest x67 y-21,Magusas Ancient Watercourse
Scroll of Protect,?,chest x36 y39,Magusas Ancient Watercourse
Scroll of Proctect,?,Chest x50 y-84,Magusas Ancient Watercourse
Leather Cloth,?,Chest x50 y-84,Magusas Ancient Watercourse
Twisted Iron Scrap,?,Chest x52 y-109,Magusas Ancient Watercourse
Ancient General Chainmail,?,Chest x52 y-109,Magusas Ancient Watercourse
Blue Alluvial Gold,?,Chest x46 y-208,Magusas Ancient Watercourse Hidden Passage
Hematite Sand,?,Chest x46 y-208,Magusas Ancient Watercourse Hidden Passage
Scroll of Protection,?,Chest x46 y-208,Magusas Ancient Watercourse Hidden Passage
Blue Alluvial Gold,?,Chest x53 y-214,Magusas Ancient Watercourse Hidden Passage
Hematite Sand,?,Chest x53 y-214,Magusas Ancient Watercourse Hidden Passage
Scroll of Protection,?,Chest x53 y-214,Magusas Ancient Watercourse Hidden Passage
Dragon Hide,?,Wyrm Lv 73,Magusas Ancient Watercourse: Wasterwater Processing Site
Huge Dragon Bone Lump,?,Wyrm Lv 73,Magusas Ancient Watercourse: Wasterwater Processing Site
Azure Dragonscale,?,Wyrm Lv 73,Magusas Ancient Watercourse: Wasterwater Processing Site
Dragon's Inverse Scale,?,Wyrm Lv 73,Magusas Ancient Watercourse: Wasterwater Processing Site
Dragon beard,?,Wyrm Lv 73,Magusas Ancient Watercourse: Wasterwater Processing Site
Long Dragon Beard,?,Wyrm Lv 73,Magusas Ancient Watercourse: Wasterwater Processing Site
Blessed Long Dragon Beard,?,Wyrm Lv 73,Magusas Ancient Watercourse: Wasterwater Processing Site
Twisted Iron Scrap,?,Chest x62 y-252,Magusas Ancient Watercourse: Wasterwater Processing Site
Purification Elixir,?,Chest x62 y-252,Magusas Ancient Watercourse: Wasterwater Processing Site
Twisted Iron Scrap,?,Chest x62 y-251,Magusas Ancient Watercourse: Wasterwater Processing Site
Unappraised Moon Trinket(Soldier),?,Chests,Dunhain's Hall of Trials
Unappraised Flower Trinket(Soldier),?,Chest,Dunhain's Hall of Trials
Onyx,?,Chests,Dunhain's Hall of Trials
Agate,?,Gather (61|-41),Dunhain's Hall of Trials
